Sno,Album_Name,Album_Price,Artist_Name,CopyRight,Customer_Rating,Genre,Price,Released,Song_Name,Time,Group
3109,I Created Disco,$9.99 ,Calvin Harris, 2007 SONY BMG MUSIC ENTERTAINMENT (UK) Limited,4.52101,"Dance,Music,R&B/Soul,Disco,Electronic,Rock",$0.99 ,18-Jun-07,We're All the Same,3:56,Dance
3110,I Created Disco,$9.99 ,Calvin Harris, 2007 SONY BMG MUSIC ENTERTAINMENT (UK) Limited,4.52101,"Dance,Music,R&B/Soul,Disco,Electronic,Rock",$0.99 ,18-Jun-07,We're All the Same,3:56,Dance
3111,I Created Disco,$9.99 ,Calvin Harris, 2007 SONY BMG MUSIC ENTERTAINMENT (UK) Limited,4.52101,"Dance,Music,R&B/Soul,Disco,Electronic,Rock",$0.99 ,18-Jun-07,We're All the Same,3:56,Dance
3112,Forever,$5.99 ,Alesso," 2015 Alefune under exclusive license in the United States to Def Jam Recordings, a division of UMG Recordings, Inc.",4.56692,"Dance,Music,Electronic,House",$1.29 ,26-May-15,Immortale,3:11,Dance
3113,Ultra Dance 16,$13.99 ,Carnage," 2015 Ultra Records, LLC",3.9375,"Dance,Music,Electronic",$1.29 ,24-Feb-15,Bricks (feat. Migos),4:23,Dance
3114,Ultra Hits 2,$9.99 ,Mr. Probz," 2014 Ultra Records, LLC",3.8,"Dance,Music,Electronic",Album Only,26-Aug-14,Waves (Robin Schulz vs. Mr. Probz Extended Edit),6:16,Dance
3115,NOW That's What I Call a Workout 4,$9.99 ,Tií‚sto," 2014 UMG Recordings, Inc. and Sony Music Entertainment",3.65455,"Fitness & Workout,Music",Album Only,19-May-14,Red Lights,3:21,Other
3116,NOW That's What I Call a Workout 3,$9.99 ,Armin van Buuren," 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.47059,"Fitness & Workout,Music",Album Only,17-Dec-13,This Is What It Feels Like (feat. Trevor Guthrie),3:23,Other
3117,Ultra 2014,$11.99 ,Flosstradamus & Yellow Claw," 2013 Ultra Records, LLC",3.88,"Dance,Music,Electronic",$1.29 ,26-Nov-13,Pillz (feat. Green Velvet),3:10,Dance
3118,Now 45,$9.99 ,Capital Cities," Compilation   2013 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",3.9,"Pop,Music",Album Only,5-Feb-13,Safe and Sound (NOW What's Next Bonus Track),3:12,Pop
3119,"Now That's What I Call Music, Vol. 43",$9.99 ,Eva Simons," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",3.58333,"Pop,Music",Album Only,7-Aug-12,I Don't Like You (Bonus Track),4:11,Pop
3120,NOW That's What I Call a Workout,$9.99 ,LMFAO," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",4.11537,"Fitness & Workout,Music,Pop",Album Only,18-Dec-12,Sexy and I Know It,3:19,Other
3121,"Now That's What I Call Music, Vol. 42",$9.99 ,Labrinth," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",3.95556,"Pop,Music",Album Only,1-May-12,Earthquake (feat. Busta Rhymes) [Bonus Track],4:19,Pop
3122,Cathy & David Guetta Present FMIF! Ibiza Mix 2013,$9.99 ,Laidback Luke & Hardwell," 2013 Gum Prod, under exclusive license to Parlophone Music France, under exclusive licence to WEA INTERNATIONAL INC",2.90598,"Dance,Music",Album Only,12-Jul-13,Dynamo,3:55,Dance
3123,NOW That's What I Call a Workout 2,$9.99 ,OneRepublic & Alesso," 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.54128,"Fitness & Workout,Music",Album Only,18-Jun-13,If I Lose Myself (Alesso vs OneRepublic),3:33,Other
3124,"Club Life, Vol. 3 - Stockholm",$9.99 ,Tií‚sto, 2013 Musical Freedom,4.4962,"Dance,Music,Trance,Electronic",Album Only,18-Jun-13,"Club Life, Vol. 3 - Stockholm - Digital Booklet",--,Dance
3125,"Club Life, Vol. 3 - Stockholm",$9.99 ,Tií‚sto, 2013 Musical Freedom,4.4962,"Dance,Music,Trance,Electronic",Album Only,18-Jun-13,"Club Life, Vol. 3 - Stockholm - Digital Booklet",--,Dance
3126,Ultra Dance 14,$13.99 ,Tom Swoon," 2013 Ultra Records, Inc.",3.27342,"Dance,Music,Electronic",$1.29 ,12-Feb-13,Who We Are (feat. Miss Palmer) [Original Mix],5:28,Dance
3127,I Created Disco,$5.99 ,Calvin Harris, 2007 SONY BMG MUSIC ENTERTAINMENT (UK) Limited,4.50943,"Electronic,Music,Pop,Dance,Rock",$0.99 ,11-Jun-07,Electro Man,4:58,Electronic
3128,R3HAB: Inspired - Ministry of Sound,$9.99 ,M.A.N.D.Y. & Booka Shade, 2015 Ministry of Sound Recordings Ltd,3,"Dance,Music",$1.29 ,4-Sep-15,Body Language (IR Edit),5:53,Dance
3129,R3HAB: Inspired - Ministry of Sound,$9.99 ,M.A.N.D.Y. & Booka Shade, 2015 Ministry of Sound Recordings Ltd,3,"Dance,Music",$1.29 ,4-Sep-15,Body Language (IR Edit),5:53,Dance
3130,R3HAB: Inspired - Ministry of Sound,$9.99 ,M.A.N.D.Y. & Booka Shade, 2015 Ministry of Sound Recordings Ltd,3,"Dance,Music",$1.29 ,4-Sep-15,Body Language (IR Edit),5:53,Dance
3131,R3HAB: Inspired - Ministry of Sound,$9.99 ,M.A.N.D.Y. & Booka Shade, 2015 Ministry of Sound Recordings Ltd,3,"Dance,Music",$1.29 ,4-Sep-15,Body Language (IR Edit),5:53,Dance
3132,This Mixtape Is Fire,$5.99 ,Dillon Francis," 2015 Columbia Records, a Division of Sony Music Entertainment",4.67536,"Dance,Music,Electronic",$1.29 ,14-Aug-15,I Can't Take It (Party Favor Remix),4:01,Dance
3133,How Deep Is Your Love (DJ Snake Remix) - Single,$1.29 ,Calvin Harris & Disciples, 2015 Sony Music Entertainment UK Limited,3.4375,"Dance,Music",$1.29 ,28-Aug-15,How Deep Is Your Love (DJ Snake Remix),3:42,Dance
3134,How Deep Is Your Love (Remixes) - EP,$3.99 ,Calvin Harris & Disciples, 2015 Sony Music Entertainment UK Limited,4.54545,"Dance,Music,Rock",$1.29 ,7-Aug-15,How Deep Is Your Love (Disciples & Unorthodox Remix),6:04,Dance
3135,How Deep Is Your Love (Remixes) - EP,$3.99 ,Calvin Harris & Disciples, 2015 Sony Music Entertainment UK Limited,4.54545,"Dance,Music,Rock",$1.29 ,7-Aug-15,How Deep Is Your Love (Disciples & Unorthodox Remix),6:04,Dance
3136,Under Control (feat. Hurts) - Single,$1.29 ,Calvin Harris & Alesso, 2013 Sony Music Entertainment UK Limited,4.66667,"Dance,Music",$1.29 ,12-Nov-14,Under Control (feat. Hurts),3:04,Dance
3137,How Deep Is Your Love (Remixes) - EP,$3.99 ,Calvin Harris & Disciples, 2015 Sony Music Entertainment UK Limited,4.54545,"Dance,Music,Rock",$1.29 ,7-Aug-15,How Deep Is Your Love (Disciples & Unorthodox Remix),6:04,Dance
3138,18 Months,$9.99 ,Calvin Harris, 2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,4.39125,"Dance,Music,House,Rock,Electronic",$1.29 ,30-Oct-12,Thinking About You (feat. Ayah Marar),4:07,Dance
3139,Motion,$11.99 ,Calvin Harris, 2014 Sony Music Entertainment UK Limited,4.56271,"Dance,Music,R&B/Soul,Rock,Electronic",$1.29 ,4-Nov-14,Dollar Signs (feat. Tinashe),3:56,Dance
3140,18 Months,$9.99 ,Calvin Harris, 2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,4.39125,"Dance,Music,House,Rock,Electronic",$1.29 ,30-Oct-12,Thinking About You (feat. Ayah Marar),4:07,Dance
3141,18 Months,$9.99 ,Calvin Harris, 2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,4.39125,"Dance,Music,House,Rock,Electronic",$1.29 ,30-Oct-12,Thinking About You (feat. Ayah Marar),4:07,Dance
3142,18 Months,$9.99 ,Calvin Harris, 2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,4.39125,"Dance,Music,House,Rock,Electronic",$1.29 ,30-Oct-12,Thinking About You (feat. Ayah Marar),4:07,Dance
3143,Motion,$11.99 ,Calvin Harris, 2014 Sony Music Entertainment UK Limited,4.56271,"Dance,Music,R&B/Soul,Rock,Electronic",$1.29 ,4-Nov-14,Dollar Signs (feat. Tinashe),3:56,Dance
3144,How Deep Is Your Love (Remixes) - EP,$3.99 ,Calvin Harris & Disciples, 2015 Sony Music Entertainment UK Limited,4.54545,"Dance,Music,Rock",$1.29 ,7-Aug-15,How Deep Is Your Love (Disciples & Unorthodox Remix),6:04,Dance
3145,18 Months,$9.99 ,Calvin Harris, 2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,4.39125,"Dance,Music,House,Rock,Electronic",$1.29 ,30-Oct-12,Thinking About You (feat. Ayah Marar),4:07,Dance
3146,Motion,$11.99 ,Calvin Harris, 2014 Sony Music Entertainment UK Limited,4.56271,"Dance,Music,R&B/Soul,Rock,Electronic",$1.29 ,4-Nov-14,Dollar Signs (feat. Tinashe),3:56,Dance
3147,Motion,$11.99 ,Calvin Harris, 2014 Sony Music Entertainment UK Limited,4.56271,"Dance,Music,R&B/Soul,Rock,Electronic",$1.29 ,4-Nov-14,Dollar Signs (feat. Tinashe),3:56,Dance
3148,Motion,$11.99 ,Calvin Harris, 2014 Sony Music Entertainment UK Limited,4.56271,"Dance,Music,R&B/Soul,Rock,Electronic",$1.29 ,4-Nov-14,Dollar Signs (feat. Tinashe),3:56,Dance
3149,How Deep Is Your Love - Single,$1.29 ,Calvin Harris & Disciples, 2015 Sony Music Entertainment UK Limited,4.64731,"Dance,Music,Rock",$1.29 ,17-Jul-15,How Deep Is Your Love,3:32,Dance
3150,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3151,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3152,Believe,$9.99 ,Josh Bates, 2006 BMG Music,4.58824,"Country,Music",$0.99 ,22-Aug-06,Perfect Day,4:05,Country
3153,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3154,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3155,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3156,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3157,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3158,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3159,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3160,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3161,Just Stand Up! - Single,$1.29 ,"Beyoncí©, Mary J. Blige, Rihanna, Fergie, Sheryl Crow, Melissa Etheridge, Natasha Bedingfield, Miley Cyrus, Leona Lewis, Carrie Underwood, Keyshia Cole, LeAnn Rimes, Ashanti, Ciara & Mariah Carey", 2008 SU2C Music LLC,4.50714,"Pop,Music",$1.29 ,16-Sep-08,Just Stand Up!,3:37,Pop
3162,Cowboy Casanova (Karaoke Version) - Single,$0.99 ,Carrie Underwood," 2009 19 Recordings Limited, under exclusive license to Arista Nashville",3.93902,"Karaoke,Music,Country",$0.99 ,25-Jan-10,Cowboy Casanova (Karaoke Version),3:57,Other
3163,The Classic Christmas Album,$9.99 ,Elvis Presley, This Compilation 2012 Sony Music Entertainment,4.02778,"Holiday,Music,Country,Country Gospel,Pop,Christian & Gospel,Gospel,Southern Gospel,Traditional Gospel,Rock,Rock & Roll,Christmas",$1.29 ,2-Oct-12,Blue Christmas,2:08,Other
3164,The Classics (Deluxe Edition),$13.99 ,Tony Bennett," This compilation (P) 2013 Columbia Records, a division of Sony Music Entertainment",4.8,"Vocal Pop,Music,Vocal",$1.29 ,4-Oct-13,Steppin' Out With My Baby,2:02,Other
3165,Sixty Years: The Artistry of Tony Bennett,$49.99 ,Tony Bennett & Lady Gaga," This Compilation (P) 2013 Columbia Records, a division of Sony Music Entertainment",4.19999,"Vocal Pop,Music,Vocal,Standards,Jazz,Vocal Jazz",$1.29 ,4-Oct-13,The Lady Is a Tramp,3:16,Other
3166,21 Country Hits,$9.99 ,George Jones, This compilation (P) 2014 Sony Music Entertainment,4,"Country,Music",$1.29 ,12-Aug-14,He Stopped Loving Her Today (Single Version),3:16,Country
3167,21 Country Christmas Favorites,$9.99 ,The Henningsens, This compilation (P) 2014 Sony Music Entertainment,4.55556,"Holiday,Music",$1.29 ,17-Nov-14,White Christmas,3:07,Other
3168,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3169,Top 25 Country Songs of Faith,$13.99 ,Amanda Ryan, 2014 Maranatha! Music,5,"Country,Music,Rock",Album Only,14-Oct-14,The Duck Dynasty Song,3:53,Country
3170,A Very Special Christmas - Essential,$7.99 ,Nicole Scherzinger," 2013 Special Olympics, Inc.",5,"Holiday,Music",Album Only,29-Oct-13,O Holy Night,4:11,Other
3171,NOW That's What I Call Country Ballads,$9.99 ,Alan Jackson," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",4.8,"Country,Music",Album Only,24-Jan-12,Remember When,4:32,Country
3172,Now That's What I Call Today's Christmas,$9.99 ,Trans-Siberian Orchestra," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",4.72727,"Holiday,Music",Album Only,25-Sep-12,Christmas Eve / Sarajevo 24 / 24,3:26,Other
3173,Now That's What I Call the U.S.A. (The Patriotic Country Collection),$11.99 ,4Troops," Compilation  2010 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",2.88889,"Country,Music",Album Only,15-Jun-10,Star-Spangled Banner (Bonus Track),2:24,Country
3174,"NOW (That's What I Call Christmas), Vol. 4",$16.99 ,Chip Davis," Compilation  2010 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",3.42857,"Holiday,Music,Christmas: Pop",Album Only,12-Oct-10,Deck the Halls,3:27,Other
3175,"NOW That's What I Call Country, Vol. 6",$9.99 ,Easton Corbin," 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.23958,"Country,Music",Album Only,11-Jun-13,Lovin' You Is Fun,3:19,Country
3176,"Now That's What I Call Country, Vol. 4",$9.99 ,George Strait," 2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS, INC.",4.27119,"Country,Music",Album Only,14-Jun-11,The Breath You Take,3:34,Country
3177,The Essential NOW That's What I Call Christmas,$9.99 ,The Temptations," 2008 EMI Music North America / Sony BMG Music / UMG Recordings, Inc.",3.86986,"Holiday,Music,Christmas: Pop",$1.29 ,23-Sep-08,Silent Night,2:21,Other
3178,Grammy Nominees 2008,$9.99 ,U2," 2008 National Academy of Recording Arts & Sciences, Inc. Manufactured by Universal Music Enterprises, a Division of UMG Recordings, Inc.",2.30693,"Pop,Music",$1.29 ,29-Jan-08,Instant Karma,3:09,Pop
3179,Hear Something Country Christmas 2007,$10.99 ,Johnny Cash, 2007 BMG Music,3.11934,"Holiday,Music,Country,Christmas",$1.29 ,6-Nov-07,Silent Night,2:02,Other
3180,"Totally Country, Vol. 6",Partial Album,Martina McBride, 2007 SONY BMG MUSIC ENTERTAINMENT AND WARNER MUSIC GROUP,3.92857,"Country,Music",$0.99 ,30-Jan-07,(I Never Promised You a) Rose Garden,3:15,Country
3181,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3182,Country Hits,$24.99 ,Jason Aldean, This compilation (P) 2007 SONY BMG MUSIC ENTERTAINMENT,4.27273,"Country,Music",$1.29 ,13-Nov-07,Laughed Until We Cried,3:21,Country
3183,Christmas Duets,$9.99 ,Elvis Presley, 2008 Sony Music Entertainment,4.42856,"Holiday,Music,Country,Christmas,Traditional Country,Rock,Rock & Roll,Rockabilly",$0.99 ,10-Oct-08,Winter Wonderland (2008),2:25,Other
3184,Disney Box Office Hits,$9.99 ,Michael Giacchino & UNKLE, 2008 Walt Disney Records,2.43951,"Soundtrack,Music",$1.29 ,24-Nov-08,UNKLE Reconstruction,6:03,Soundtrack
3185,"Nickelodeon Kids' Choice, Vol. 2",Partial Album,Franz Ferdinand, 2006 Viacom International Inc.,3.35294,"Pop,Music,Children's Music",$0.99 ,14-Mar-06,Do You Want To,3:36,Pop
3186,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3187,Something in the Water - Single,$1.29 ,Carrie Underwood," 2014 19 Recordings Limited, under exclusive license to Sony Music Nashville, under exclusive license to Sony Music Entertainment",4.8645,"Country,Music,Rock",$1.29 ,29-Sep-14,Something in the Water,3:57,Country
3188,Some Hearts,$6.99 ,Carrie Underwood, 2005 19 Recordings Limited,4.698,"Pop,Music,Rock,Country,Contemporary Country,Adult Contemporary",$1.29 ,14-Nov-05,Inside Your Heaven,3:44,Pop
3189,Four Pink Walls - EP,$4.95 ,Alessia Cara," 2015 Def Jam Recordings, a division of UMG Recordings, Inc.",4.81448,"Pop,Music,Rock,R&B/Soul,Contemporary R&B",$0.69 ,26-Aug-15,Four Pink Walls,3:31,Pop
3190,Four Pink Walls - EP,$4.95 ,Alessia Cara," 2015 Def Jam Recordings, a division of UMG Recordings, Inc.",4.81448,"Pop,Music,Rock,R&B/Soul,Contemporary R&B",$0.69 ,26-Aug-15,Four Pink Walls,3:31,Pop
3191,Four Pink Walls - EP,$4.95 ,Alessia Cara," 2015 Def Jam Recordings, a division of UMG Recordings, Inc.",4.81448,"Pop,Music,Rock,R&B/Soul,Contemporary R&B",$0.69 ,26-Aug-15,Four Pink Walls,3:31,Pop
3192,Yoí_ and I (The Remixes),$5.99 ,Lady Gaga, 2011 Interscope Records,4.53247,"Pop,Music,Dance,R&B/Soul,Rock",$1.29 ,11-Oct-11,Yoí_ and I (Hector Fonseca Remix),8:03,Pop
3193,Marry the Night (The Remixes),$5.99 ,Lady Gaga, 2011 Interscope Records,4.52654,"Pop,Music,Electronic,Dance,R&B/Soul,Rock",$1.29 ,20-Dec-11,Marry the Night (Danny Verde Remix),7:45,Pop
3194,G.U.Y. (Remixes) - EP,$4.99 ,Lady Gaga, 2014 Interscope Records,4.65385,"Pop,Music,Rock",$1.29 ,29-Apr-14,G.U.Y. (KDrew Remix),4:45,Pop
3195,Cheek to Cheek,$9.99 ,Lady Gaga," 2014 Columbia Records, a division of Sony Music Entertainment /Interscope Records, a division of UMG Recordings, Inc.",4.46448,"Jazz,Music,Vocal,Vocal Pop,Standards,Rock,Crossover Jazz,Contemporary Jazz,Easy Listening,Swing,Vocal Jazz,Traditional Pop",$1.29 ,23-Sep-14,Bang Bang (My Baby Shot Me Down) [Live from Jazz At Lincoln Center] [Bonus Track],3:43,Other
3196,Poker Face (Remixes) - EP,$2.99 ,Lady Gaga, 2008 Interscope Records,4.33938,"Dance,Music,Pop,R&B/Soul",$1.29 ,16-Dec-08,Poker Face (Jody den Broeder Remix),8:05,Dance
3197,Cheek to Cheek (Deluxe Version),$12.99 ,Lady Gaga," 2014 Columbia Records, a division of Sony Music Entertainment /Interscope Records, a division of UMG Recordings, Inc.",4.45165,"Jazz,Music,Pop,Crossover Jazz,Vocal Jazz",$1.29 ,23-Sep-14,Bang Bang (My Baby Shot Me Down) [Live from Jazz At Lincoln Center] [Bonus Track],3:43,Other
3198,Do What U Want (feat. Christina Aguilera) - Single,$1.29 ,Lady Gaga, 2013 Interscope Records,4.86181,"Pop,Music",$1.29 ,1-Jan-14,Do What U Want (feat. Christina Aguilera),3:36,Pop
3199,Cheek to Cheek (Deluxe Version),$12.99 ,Lady Gaga," 2014 Columbia Records, a division of Sony Music Entertainment /Interscope Records, a division of UMG Recordings, Inc.",4.45165,"Jazz,Music,Pop,Crossover Jazz,Vocal Jazz",$1.29 ,23-Sep-14,Bang Bang (My Baby Shot Me Down) [Live from Jazz At Lincoln Center] [Bonus Track],3:43,Other
3200,Cheek to Cheek (Deluxe Version),$12.99 ,Lady Gaga," 2014 Columbia Records, a division of Sony Music Entertainment /Interscope Records, a division of UMG Recordings, Inc.",4.45165,"Jazz,Music,Pop,Crossover Jazz,Vocal Jazz",$1.29 ,23-Sep-14,Bang Bang (My Baby Shot Me Down) [Live from Jazz At Lincoln Center] [Bonus Track],3:43,Other
3201,Confessions of a Shopaholic (Original Soundtrack) [Bonus Track Version],$9.99 ,James Newton Howard," 2009 Hollywood Records, Inc.",2.64229,"Soundtrack,Music",$0.99 ,10-Feb-09,Shopaholic Suite (Score),4:40,Soundtrack
3202,Do What U Want (feat. R. Kelly & Rick Ross) [DJWS Remix] - Single,$1.29 ,Lady Gaga, 2013 Interscope Records,4.64535,"Pop,Music,Rock,Electronic",$1.29 ,20-Dec-13,Do What U Want (feat. R. Kelly & Rick Ross) [DJWS Remix],4:19,Pop
3203,Cheek to Cheek (Deluxe Version),$12.99 ,Lady Gaga," 2014 Columbia Records, a division of Sony Music Entertainment /Interscope Records, a division of UMG Recordings, Inc.",4.45165,"Jazz,Music,Pop,Crossover Jazz,Vocal Jazz",$1.29 ,23-Sep-14,Bang Bang (My Baby Shot Me Down) [Live from Jazz At Lincoln Center] [Bonus Track],3:43,Other
3204,Cheek to Cheek (Deluxe Version),$12.99 ,Lady Gaga," 2014 Columbia Records, a division of Sony Music Entertainment /Interscope Records, a division of UMG Recordings, Inc.",4.45165,"Jazz,Music,Pop,Crossover Jazz,Vocal Jazz",$1.29 ,23-Sep-14,Bang Bang (My Baby Shot Me Down) [Live from Jazz At Lincoln Center] [Bonus Track],3:43,Other
3205,Cheek to Cheek (Deluxe Version),$12.99 ,Lady Gaga," 2014 Columbia Records, a division of Sony Music Entertainment /Interscope Records, a division of UMG Recordings, Inc.",4.45165,"Jazz,Music,Pop,Crossover Jazz,Vocal Jazz",$1.29 ,23-Sep-14,Bang Bang (My Baby Shot Me Down) [Live from Jazz At Lincoln Center] [Bonus Track],3:43,Other
